60,15
61,18
62,20
63,21
61,21
62,21
62,21
63,22
62,21
61,20
64,22
62,21
62,22
60,20
61,20
61,17
63,17
60,17
61,17
62,18
60,17
61,17
61,17
61,17
59,16
61,18
60,18
61,17
61,16
63,19
62,6
62,6
61,6
61,6
62,6
64,20
60,19
63,19
60,16
